Cus.ID,Date,Cus._Location,Age,Gender,Mobile_Name,Sell_Price,Does_he/she_Come_from_Facebook_Page,Does_he/she_Followed_Our_Page,Did_he/she_buy_any_mobile_before,Did_he/she_hear_of_our_shop_before
1695,2024-07-25,Inside Rangamati,37,F,Galaxy M35 5G 8/128,14273.0,0,0,0,1
1696,2024-07-25,Outside Rangamati,32,M,Vivo Y200 5G 6/128,20607.0,0,1,0,0
1697,2024-07-25,Inside Rangamati,32,M,Vivo Y200 5G 6/128,17152.0,0,0,1,1
1698,2024-07-25,Inside Rangamati,21,F,iPhone 16 Pro 256GB,19848.0,0,1,1,0
1699,2024-07-25,Outside Rangamati,32,F,Note 14 Pro 5G 8/256,16333.0,0,1,0,0
1700,2024-07-25,Outside Rangamati,32,M,Note 14 Pro 5G 8/256,21069.0,0,0,1,1
1701,2024-07-25,Inside Rangamati,26,M,iQOO Z7 5G 6/128,17915.0,0,1,1,1
1702,2024-07-25,Outside Rangamati,20,F,Galaxy A55 5G 8/128,16990.0,0,0,0,1
1703,2024-07-25,Rangamati Sadar,48,M,Galaxy A55 5G 8/128,39881.0,0,0,0,0
1704,2024-07-25,Inside Rangamati,44,F,iQOO Z7 5G 6/128,24315.0,0,0,0,0
1705,2024-07-25,Inside Rangamati,22,F,Galaxy M35 5G 8/128,22946.0,0,0,0,1
1706,2024-07-25,Rangamati Sadar,27,M,iPhone 16 Pro 256GB,58978.0,0,0,0,1
1707,2024-07-25,Inside Rangamati,39,F,iPhone 16 Pro 256GB,70804.0,1,1,1,1
1708,2024-07-25,Outside Rangamati,33,M,Vivo Y200 5G 6/128,17413.0,0,1,0,0
1709,2024-07-25,Outside Rangamati,39,F,iQOO Neo 9 Pro 5G 12/256,18265.0,0,1,0,1
1710,2024-07-25,Rangamati Sadar,24,F,Note 11S 6/128,25538.0,0,0,0,1
1711,2024-07-25,Outside Rangamati,39,M,Note 11S 6/128,24473.0,0,1,1,1
1712,2024-07-25,Inside Rangamati,25,F,Narzo N53 4/64,13435.0,1,0,1,1
1713,2024-07-25,Outside Rangamati,24,F,R-70 Turbo 5G 6/128,15346.0,0,1,1,1
1714,2024-07-25,Rangamati Sadar,43,F,Pixel 8 Pro 12/256,25493.0,1,0,0,1
1715,2024-07-25,Outside Rangamati,18,M,Galaxy S24 Ultra 12/256,21682.0,1,0,0,0
1716,2024-07-25,Outside Rangamati,46,F,Vivo T3x 5G 8/128,26175.0,1,1,1,0
1717,2024-07-25,Rangamati Sadar,23,M,R-70 Turbo 5G 6/128,24418.0,0,0,0,1
1718,2024-07-25,Rangamati Sadar,37,M,Note 14 Pro 5G 8/256,19149.0,0,1,1,1
1719,2024-07-25,Outside Rangamati,27,M,Moto G85 5G 8/128,26555.0,0,0,0,1
1720,2024-07-25,Inside Rangamati,25,M,Narzo N53 4/64,19281.0,1,0,0,1
1721,2024-07-25,Outside Rangamati,37,F,Pixel 8 Pro 12/256,68660.0,0,0,1,1
1722,2024-07-25,Rangamati Sadar,37,M,Note 14 Pro 5G 8/256,15895.0,0,0,0,0
1723,2024-07-25,Inside Rangamati,35,M,iPhone 16 Pro 256GB,21682.0,0,0,0,1
1724,2024-07-25,Outside Rangamati,27,F,R-70 Turbo 5G 6/128,17403.0,0,0,1,0
1725,2024-07-26,Rangamati Sadar,19,F,Pixel 7a 8/128,24697.0,0,0,0,0
1726,2024-07-26,Rangamati Sadar,48,M,Vivo Y200 5G 6/128,22995.0,1,1,0,0
1727,2024-07-26,Rangamati Sadar,35,F,Vivo Y200 5G 6/128,26182.0,0,0,0,1
1728,2024-07-26,Inside Rangamati,35,M,Narzo N53 4/64,13639.0,0,0,1,1
1729,2024-07-26,Inside Rangamati,34,F,Note 14 Pro 5G 8/256,36938.0,0,0,1,1
1730,2024-07-26,Outside Rangamati,49,F,R-70 Turbo 5G 6/128,17467.0,0,0,1,0
1731,2024-07-26,Inside Rangamati,25,F,Vivo T3x 5G 8/128,25826.0,0,0,0,1
1732,2024-07-26,Inside Rangamati,47,F,Galaxy S24 Ultra 12/256,25062.0,0,0,0,1
1733,2024-07-26,Inside Rangamati,23,F,R-70 Turbo 5G 6/128,18360.0,1,0,0,1
1734,2024-07-26,Rangamati Sadar,45,F,Redmi Note 12 Pro 8/128,25754.0,0,0,0,0
1735,2024-07-26,Outside Rangamati,43,F,Narzo N53 4/64,12961.0,0,0,1,1
1736,2024-07-26,Rangamati Sadar,39,F,Galaxy S24 Ultra 12/256,21347.0,0,1,0,1
1737,2024-07-26,Outside Rangamati,42,F,iPhone 16 Pro 256GB,20113.0,0,0,0,1
1738,2024-07-26,Inside Rangamati,43,M,Narzo N53 4/64,13638.0,0,0,0,0
1739,2024-07-26,Rangamati Sadar,27,M,Note 14 Pro 5G 8/256,20707.0,0,1,0,1
1740,2024-07-26,Rangamati Sadar,40,F,R-70 Turbo 5G 6/128,25523.0,0,0,0,1
1741,2024-07-26,Inside Rangamati,43,F,Moto G85 5G 8/128,25995.0,0,1,0,1
1742,2024-07-26,Outside Rangamati,35,F,Galaxy A55 5G 8/128,21070.0,0,1,0,1
1743,2024-07-26,Inside Rangamati,18,F,iPhone 16 Pro 256GB,16703.0,0,1,0,0
1744,2024-07-26,Inside Rangamati,44,F,Narzo N53 4/64,24811.0,0,1,0,1
1745,2024-07-26,Rangamati Sadar,33,M,Moto G85 5G 8/128,26245.0,1,0,0,1
1746,2024-07-26,Outside Rangamati,37,F,Vivo T3x 5G 8/128,25391.0,1,1,1,1
1747,2024-07-26,Outside Rangamati,27,F,Moto G85 5G 8/128,14389.0,0,1,0,1
1748,2024-07-26,Rangamati Sadar,44,M,R-70 Turbo 5G 6/128,24637.0,1,0,1,1
1749,2024-07-27,Inside Rangamati,40,F,Redmi Note 12 Pro 8/128,22143.0,0,1,0,1
1750,2024-07-27,Outside Rangamati,40,F,Pixel 7a 8/128,44169.0,0,1,0,1
1751,2024-07-27,Inside Rangamati,21,F,Vivo Y200 5G 6/128,13023.0,1,0,0,1
1752,2024-07-27,Inside Rangamati,23,M,Vivo Y200 5G 6/128,72849.0,1,1,0,1
1753,2024-07-27,Inside Rangamati,24,M,Note 11S 6/128,18868.0,0,0,0,1
1754,2024-07-27,Inside Rangamati,46,F,Galaxy A55 5G 8/128,23587.0,1,0,1,0
1755,2024-07-27,Inside Rangamati,24,F,Moto G85 5G 8/128,13219.0,0,1,0,1
1756,2024-07-27,Inside Rangamati,30,F,Vivo Y200 5G 6/128,14417.0,1,0,0,0
1757,2024-07-27,Rangamati Sadar,28,M,iPhone 16 Pro Max 1TB,199659.0,1,0,0,1
1758,2024-07-27,Rangamati Sadar,26,F,R-70 Turbo 5G 6/128,24573.0,0,1,0,0
1759,2024-07-27,Inside Rangamati,34,F,Redmi Note 12 Pro 8/128,19727.0,0,1,0,1
1760,2024-07-27,Outside Rangamati,31,M,Galaxy A55 5G 8/128,14983.0,0,1,0,0
1761,2024-07-27,Outside Rangamati,28,M,Galaxy S24 Ultra 12/256,25753.0,0,0,0,0
1762,2024-07-27,Inside Rangamati,24,F,Galaxy S24 Ultra 12/256,23070.0,1,0,0,1
1763,2024-07-27,Rangamati Sadar,32,M,iQOO Z7 5G 6/128,13475.0,1,0,0,1
1764,2024-07-27,Inside Rangamati,45,M,Pixel 7a 8/128,21682.0,0,0,1,0
1765,2024-07-27,Inside Rangamati,37,F,Galaxy S24 Ultra 12/256,70407.0,0,1,0,0
1766,2024-07-27,Rangamati Sadar,39,F,Pixel 8 Pro 12/256,16531.0,1,1,0,1
1767,2024-07-27,Outside Rangamati,37,M,Pixel 8 Pro 12/256,25331.0,1,1,0,1
1768,2024-07-27,Inside Rangamati,19,F,Pixel 7a 8/128,24514.0,0,0,1,0
1769,2024-07-27,Outside Rangamati,23,M,Galaxy A55 5G 8/128,13778.0,1,1,0,1
1770,2024-07-27,Rangamati Sadar,37,M,Galaxy A55 5G 8/128,39391.0,1,0,1,1
1771,2024-07-28,Outside Rangamati,33,M,Narzo N53 4/64,13047.0,0,1,0,0
1772,2024-07-28,Rangamati Sadar,37,F,Galaxy S24 Ultra 12/256,23818.0,0,0,0,1
1773,2024-07-28,Outside Rangamati,34,F,Note 11S 6/128,17993.0,1,0,0,1
1774,2024-07-28,Outside Rangamati,32,M,Note 14 Pro 5G 8/256,36830.0,0,1,0,1
1775,2024-07-28,Rangamati Sadar,24,M,iPhone 16 Pro 256GB,26131.0,0,0,0,1
1776,2024-07-28,Inside Rangamati,47,F,Galaxy M35 5G 8/128,17007.0,0,0,0,0
1777,2024-07-28,Outside Rangamati,29,F,Galaxy S24 Ultra 12/256,23269.0,0,1,0,1
1778,2024-07-28,Rangamati Sadar,34,F,iQOO Neo 9 Pro 5G 12/256,21225.0,1,1,0,1
1779,2024-07-28,Outside Rangamati,30,F,Vivo Y200 5G 6/128,19311.0,0,0,1,0
1780,2024-07-28,Inside Rangamati,21,F,Vivo T3x 5G 8/128,23946.0,0,0,0,0
1781,2024-07-28,Rangamati Sadar,47,M,iPhone 16 Pro Max 1TB,31554.0,0,0,0,0
1782,2024-07-28,Outside Rangamati,41,M,Pixel 7a 8/128,13167.0,0,0,0,1
1783,2024-07-28,Outside Rangamati,24,F,iPhone 16 Pro Max 1TB,15516.0,0,0,0,1
1784,2024-07-28,Rangamati Sadar,48,F,Note 11S 6/128,17886.0,1,0,0,0
1785,2024-07-28,Inside Rangamati,26,M,Note 11S 6/128,18345.0,0,1,1,1
1786,2024-07-28,Inside Rangamati,20,M,Vivo T3x 5G 8/128,25984.0,1,0,1,0
1787,2024-07-28,Rangamati Sadar,35,M,Vivo T3x 5G 8/128,25818.0,0,0,0,0
1788,2024-07-28,Outside Rangamati,42,F,Vivo T3x 5G 8/128,25408.0,1,0,0,1
1789,2024-07-28,Rangamati Sadar,35,F,Narzo N53 4/64,24486.0,1,0,0,0
1790,2024-07-28,Rangamati Sadar,19,M,Pixel 7a 8/128,16751.0,1,1,1,1
1791,2024-07-28,Outside Rangamati,24,F,Galaxy S24 Ultra 12/256,23475.0,0,1,0,1
1792,2024-07-28,Outside Rangamati,34,M,iPhone 16 Pro Max 1TB,16710.0,1,0,0,0
1793,2024-07-28,Outside Rangamati,40,F,Vivo Y200 5G 6/128,25878.0,0,1,0,1
1794,2024-07-28,Rangamati Sadar,35,F,iPhone 16 Pro Max 1TB,24220.0,0,1,0,0
1795,2024-07-28,Inside Rangamati,44,F,R-70 Turbo 5G 6/128,25386.0,0,0,0,1
1796,2024-07-28,Outside Rangamati,40,F,Note 11S 6/128,19795.0,0,0,0,1
1797,2024-07-28,Outside Rangamati,20,F,Galaxy A55 5G 8/128,18413.0,0,1,1,1
1798,2024-07-28,Outside Rangamati,43,F,iQOO Neo 9 Pro 5G 12/256,24631.0,0,0,0,0
1799,2024-07-28,Outside Rangamati,41,F,Moto G85 5G 8/128,21158.0,0,0,0,1
1800,2024-07-28,Outside Rangamati,49,F,Note 11S 6/128,15117.0,0,0,0,1
1801,2024-07-28,Inside Rangamati,50,M,Galaxy A55 5G 8/128,18490.0,0,0,0,1
1802,2024-07-28,Inside Rangamati,50,F,iQOO Neo 9 Pro 5G 12/256,17497.0,0,0,0,0
1803,2024-07-28,Outside Rangamati,23,F,iQOO Z7 5G 6/128,26614.0,1,0,0,0
1804,2024-07-28,Inside Rangamati,21,F,R-70 Turbo 5G 6/128,15063.0,1,1,0,1
1805,2024-07-28,Inside Rangamati,19,M,R-70 Turbo 5G 6/128,16166.0,0,0,0,1
1806,2024-07-28,Outside Rangamati,37,M,R-70 Turbo 5G 6/128,20972.0,1,0,1,1
1807,2024-07-28,Inside Rangamati,23,F,Redmi Note 12 Pro 8/128,27156.0,1,0,0,1
1808,2024-07-28,Rangamati Sadar,47,M,Galaxy S24 Ultra 12/256,24430.0,0,0,0,0
1809,2024-07-29,Inside Rangamati,26,M,iQOO Neo 9 Pro 5G 12/256,40626.0,1,0,1,1
1810,2024-07-29,Outside Rangamati,38,F,Galaxy M35 5G 8/128,17211.0,1,0,0,1
1811,2024-07-29,Inside Rangamati,39,M,Vivo Y200 5G 6/128,20222.0,0,1,1,1
1812,2024-07-29,Inside Rangamati,43,M,Galaxy S24 Ultra 12/256,23892.0,0,0,0,1
1813,2024-07-29,Outside Rangamati,35,M,Pixel 8 Pro 12/256,35526.0,0,1,1,1
1814,2024-07-29,Rangamati Sadar,46,M,Pixel 8 Pro 12/256,67461.0,1,1,0,0
1815,2024-07-29,Inside Rangamati,27,M,Galaxy A55 5G 8/128,19991.0,1,0,0,0
1816,2024-07-29,Inside Rangamati,32,M,Narzo N53 4/64,22234.0,1,0,1,1
1817,2024-07-29,Rangamati Sadar,48,F,Galaxy A55 5G 8/128,18608.0,0,1,0,1
1818,2024-07-29,Outside Rangamati,37,F,Note 14 Pro 5G 8/256,23241.0,0,0,0,1
1819,2024-07-29,Inside Rangamati,47,M,iPhone 16 Pro 256GB,42450.0,0,0,0,1
1820,2024-07-29,Inside Rangamati,29,F,Galaxy S24 Ultra 12/256,23651.0,0,0,0,0
1821,2024-07-29,Rangamati Sadar,47,M,iPhone 16 Pro Max 1TB,28236.0,1,1,0,1
1822,2024-07-29,Rangamati Sadar,32,F,R-70 Turbo 5G 6/128,24189.0,0,1,0,1
1823,2024-07-29,Inside Rangamati,36,F,R-70 Turbo 5G 6/128,15891.0,0,0,0,0
1824,2024-07-29,Inside Rangamati,24,M,Note 14 Pro 5G 8/256,20404.0,0,0,1,0
1825,2024-07-29,Rangamati Sadar,42,F,Redmi Note 12 Pro 8/128,27851.0,0,0,0,1
1826,2024-07-29,Rangamati Sadar,34,F,Redmi Note 12 Pro 8/128,27650.0,0,0,0,0
1827,2024-07-29,Outside Rangamati,47,M,iPhone 16 Pro 256GB,13953.0,0,0,0,1
1828,2024-07-29,Rangamati Sadar,49,M,Pixel 7a 8/128,20783.0,0,0,0,0
1829,2024-07-29,Rangamati Sadar,31,F,Galaxy M35 5G 8/128,17977.0,1,0,0,1
1830,2024-07-29,Outside Rangamati,44,M,Note 11S 6/128,14780.0,0,0,0,1
1831,2024-07-29,Rangamati Sadar,25,M,Vivo T3x 5G 8/128,17054.0,0,1,0,0
1832,2024-07-29,Inside Rangamati,34,M,Vivo Y200 5G 6/128,23017.0,1,1,0,1
1833,2024-07-29,Inside Rangamati,30,F,iPhone 16 Pro 256GB,23284.0,0,1,0,0
1834,2024-07-29,Outside Rangamati,39,F,Moto G85 5G 8/128,25035.0,0,0,0,0
1835,2024-07-29,Rangamati Sadar,28,F,iQOO Neo 9 Pro 5G 12/256,40139.0,1,0,1,0
1836,2024-07-29,Inside Rangamati,35,M,Redmi Note 12 Pro 8/128,27722.0,0,1,0,0
1837,2024-07-29,Outside Rangamati,31,F,R-70 Turbo 5G 6/128,24017.0,1,0,0,0
1838,2024-07-29,Inside Rangamati,50,M,Pixel 8 Pro 12/256,20986.0,1,0,0,0
1839,2024-07-29,Rangamati Sadar,25,F,Galaxy S24 Ultra 12/256,12715.0,1,0,0,1
1840,2024-07-29,Inside Rangamati,23,M,Galaxy M35 5G 8/128,26030.0,1,0,1,1
1841,2024-07-29,Outside Rangamati,24,M,Redmi Note 12 Pro 8/128,27984.0,0,0,0,0
1842,2024-07-29,Rangamati Sadar,31,F,Vivo Y200 5G 6/128,23508.0,1,0,1,0
1843,2024-07-29,Outside Rangamati,25,M,Galaxy A55 5G 8/128,21682.0,0,0,1,1
1844,2024-07-29,Rangamati Sadar,19,F,iPhone 16 Pro Max 1TB,200436.0,0,0,0,0
1845,2024-07-29,Rangamati Sadar,49,F,Galaxy M35 5G 8/128,17259.0,0,0,1,0
1846,2024-07-29,Inside Rangamati,23,F,Galaxy A55 5G 8/128,38925.0,0,0,0,1
1847,2024-07-29,Inside Rangamati,22,F,Vivo T3x 5G 8/128,26311.0,0,0,0,1
1848,2024-07-29,Rangamati Sadar,35,F,iPhone 16 Pro 256GB,60070.0,0,1,0,1
1849,2024-07-30,Inside Rangamati,21,F,Note 14 Pro 5G 8/256,22392.0,0,0,0,0
1850,2024-07-30,Outside Rangamati,36,F,Galaxy A55 5G 8/128,24994.0,0,0,1,1
1851,2024-07-30,Rangamati Sadar,36,M,Galaxy S24 Ultra 12/256,25732.0,0,0,0,0
1852,2024-07-30,Inside Rangamati,29,F,Pixel 8 Pro 12/256,17169.0,1,1,1,1
1853,2024-07-30,Rangamati Sadar,39,F,Note 11S 6/128,17970.0,1,0,1,1
1854,2024-07-30,Inside Rangamati,37,F,iQOO Neo 9 Pro 5G 12/256,13379.0,0,0,0,0
1855,2024-07-30,Outside Rangamati,36,F,Note 11S 6/128,18500.0,0,0,1,0
1856,2024-07-30,Rangamati Sadar,45,M,R-70 Turbo 5G 6/128,24090.0,0,1,0,1
1857,2024-07-30,Rangamati Sadar,41,F,iQOO Z7 5G 6/128,16613.0,0,0,0,1
1858,2024-07-30,Outside Rangamati,46,F,Redmi Note 12 Pro 8/128,26441.0,1,0,0,1
1859,2024-07-30,Inside Rangamati,44,M,iQOO Z7 5G 6/128,21136.0,1,0,1,1
1860,2024-07-30,Inside Rangamati,24,M,Moto G85 5G 8/128,14814.0,1,0,0,0
1861,2024-07-30,Rangamati Sadar,31,M,iPhone 16 Pro Max 1TB,15854.0,1,1,0,0
1862,2024-07-30,Inside Rangamati,33,M,iPhone 16 Pro Max 1TB,15160.0,0,0,0,1
1863,2024-07-30,Inside Rangamati,24,F,Galaxy M35 5G 8/128,26218.0,0,1,1,1
1864,2024-07-30,Outside Rangamati,19,F,Galaxy M35 5G 8/128,22374.0,0,0,0,0
1865,2024-07-30,Outside Rangamati,28,M,Galaxy S24 Ultra 12/256,45016.0,1,1,0,1
1866,2024-07-30,Outside Rangamati,30,F,Narzo N53 4/64,13505.0,0,1,0,0
1867,2024-07-30,Rangamati Sadar,47,F,Moto G85 5G 8/128,23012.0,0,0,0,1
1868,2024-07-30,Outside Rangamati,48,F,Pixel 7a 8/128,44670.0,1,1,0,1
1869,2024-07-30,Rangamati Sadar,33,M,Note 14 Pro 5G 8/256,14117.0,1,0,0,0
1870,2024-07-30,Outside Rangamati,49,M,iQOO Neo 9 Pro 5G 12/256,40289.0,1,0,0,1
1871,2024-07-30,Rangamati Sadar,44,F,Galaxy M35 5G 8/128,21682.0,0,0,0,0
1872,2024-07-30,Outside Rangamati,22,M,Galaxy M35 5G 8/128,12986.0,1,0,0,1
1873,2024-07-30,Outside Rangamati,40,M,R-70 Turbo 5G 6/128,23660.0,1,0,1,1
1874,2024-07-30,Inside Rangamati,28,F,Galaxy A55 5G 8/128,19256.0,0,0,1,1
1875,2024-07-30,Outside Rangamati,20,F,Moto G85 5G 8/128,12795.0,1,0,0,0
1876,2024-07-30,Outside Rangamati,39,F,Galaxy S24 Ultra 12/256,12874.0,0,1,0,0
1877,2024-07-31,Rangamati Sadar,21,M,R-70 Turbo 5G 6/128,16557.0,1,0,1,0
1878,2024-07-31,Outside Rangamati,48,M,R-70 Turbo 5G 6/128,24088.0,0,1,0,1
1879,2024-07-31,Outside Rangamati,32,F,R-70 Turbo 5G 6/128,25680.0,1,0,0,0
1880,2024-07-31,Outside Rangamati,37,M,iQOO Z7 5G 6/128,20783.0,1,1,1,0
1881,2024-07-31,Rangamati Sadar,28,M,Vivo T3x 5G 8/128,26371.0,0,1,1,1
1882,2024-07-31,Rangamati Sadar,35,M,Vivo Y200 5G 6/128,18181.0,0,0,1,1
1883,2024-07-31,Rangamati Sadar,36,M,Galaxy S24 Ultra 12/256,24684.0,1,1,0,1
1884,2024-07-31,Inside Rangamati,49,F,Narzo N53 4/64,23326.0,0,1,0,0
1885,2024-07-31,Inside Rangamati,27,F,Pixel 7a 8/128,44001.0,1,0,0,1
1886,2024-07-31,Rangamati Sadar,37,F,Vivo Y200 5G 6/128,23008.0,1,0,0,0
1887,2024-07-31,Outside Rangamati,26,M,Vivo T3x 5G 8/128,25489.0,0,0,1,0
1888,2024-07-31,Inside Rangamati,20,F,iPhone 16 Pro Max 1TB,24090.0,0,1,0,0
1889,2024-07-31,Inside Rangamati,33,M,Note 14 Pro 5G 8/256,36051.0,0,1,1,1
1890,2024-07-31,Outside Rangamati,48,F,Galaxy A55 5G 8/128,16563.0,0,0,0,0
1891,2024-07-31,Outside Rangamati,27,M,Vivo Y200 5G 6/128,22127.0,1,1,0,1
1892,2024-07-31,Rangamati Sadar,34,F,Vivo Y200 5G 6/128,16574.0,1,0,0,0
1893,2024-07-31,Outside Rangamati,45,F,iPhone 16 Pro Max 1TB,14073.0,1,1,0,0
1894,2024-07-31,Inside Rangamati,40,F,Pixel 8 Pro 12/256,25314.0,0,0,0,1
1895,2024-07-31,Inside Rangamati,44,M,Moto G85 5G 8/128,19406.0,1,1,0,0
1896,2024-07-31,Rangamati Sadar,23,M,Note 11S 6/128,13465.0,0,1,0,1
1897,2024-07-31,Outside Rangamati,46,M,Note 14 Pro 5G 8/256,19360.0,0,1,0,1
1898,2024-07-31,Inside Rangamati,30,M,iPhone 16 Pro Max 1TB,13489.0,0,0,0,0
1899,2024-07-31,Rangamati Sadar,41,F,iQOO Z7 5G 6/128,24420.0,1,0,0,1
1900,2024-07-31,Outside Rangamati,25,F,Vivo Y200 5G 6/128,23562.0,0,1,0,1
1901,2024-07-31,Rangamati Sadar,22,F,Vivo T3x 5G 8/128,25950.0,0,0,0,1
1902,2024-07-31,Outside Rangamati,40,F,Galaxy S24 Ultra 12/256,22805.0,1,0,0,1
1903,2024-07-31,Inside Rangamati,31,M,iPhone 16 Pro Max 1TB,74322.0,1,0,0,1
1904,2024-07-31,Inside Rangamati,34,M,Pixel 7a 8/128,44969.0,1,0,1,1
1905,2024-07-31,Rangamati Sadar,44,F,Moto G85 5G 8/128,17419.0,0,0,0,1
1906,2024-07-31,Inside Rangamati,39,F,Galaxy M35 5G 8/128,23920.0,0,0,1,1
1907,2024-07-31,Rangamati Sadar,30,F,Vivo T3x 5G 8/128,19469.0,0,1,0,1
1908,2024-07-31,Inside Rangamati,36,M,iQOO Z7 5G 6/128,22239.0,0,0,0,1
1909,2024-07-31,Outside Rangamati,35,M,Galaxy M35 5G 8/128,26480.0,1,0,0,1
1910,2024-07-31,Rangamati Sadar,38,F,iPhone 16 Pro 256GB,18265.0,0,0,0,0
1911,2024-07-31,Inside Rangamati,23,M,Vivo T3x 5G 8/128,17063.0,0,0,1,0
1912,2024-07-31,Outside Rangamati,26,F,Pixel 7a 8/128,23971.0,1,0,0,1
1913,2024-08-01,Inside Rangamati,46,M,iPhone 16 Pro Max 1TB,18102.0,0,0,1,0
1914,2024-08-01,Inside Rangamati,31,F,Moto G85 5G 8/128,26371.0,1,0,0,1
1915,2024-08-01,Inside Rangamati,26,M,Vivo Y200 5G 6/128,23866.0,0,0,0,1
1916,2024-08-01,Outside Rangamati,43,F,Pixel 7a 8/128,26845.0,0,1,1,0
1917,2024-08-01,Outside Rangamati,20,F,Galaxy M35 5G 8/128,15431.0,1,0,0,1
1918,2024-08-01,Outside Rangamati,49,F,Galaxy M35 5G 8/128,26579.0,1,1,0,1
1919,2024-08-01,Rangamati Sadar,43,M,Note 11S 6/128,18289.0,0,1,1,0
1920,2024-08-01,Inside Rangamati,18,M,iPhone 16 Pro Max 1TB,18709.0,1,1,1,1
1921,2024-08-01,Inside Rangamati,49,F,Galaxy M35 5G 8/128,25809.0,0,0,0,0
1922,2024-08-01,Inside Rangamati,41,M,Note 11S 6/128,25904.0,1,1,1,0
1923,2024-08-01,Rangamati Sadar,22,M,Moto G85 5G 8/128,26566.0,1,1,0,1
1924,2024-08-01,Rangamati Sadar,18,F,Vivo Y200 5G 6/128,23811.0,0,0,0,0
1925,2024-08-01,Inside Rangamati,37,F,Note 11S 6/128,26031.0,1,0,0,1
1926,2024-08-01,Inside Rangamati,44,F,Pixel 8 Pro 12/256,23298.0,0,1,1,1
1927,2024-08-01,Inside Rangamati,20,M,Vivo Y200 5G 6/128,17156.0,0,1,0,1
1928,2024-08-01,Inside Rangamati,46,F,Galaxy S24 Ultra 12/256,26850.0,0,0,0,1
1929,2024-08-01,Outside Rangamati,28,M,iPhone 16 Pro 256GB,24160.0,0,0,0,1
1930,2024-08-01,Inside Rangamati,33,M,Vivo Y200 5G 6/128,23507.0,1,1,0,1
1931,2024-08-01,Rangamati Sadar,45,F,Note 14 Pro 5G 8/256,13917.0,0,0,0,0
1932,2024-08-01,Inside Rangamati,32,M,iQOO Z7 5G 6/128,20411.0,0,0,0,1
1933,2024-08-01,Inside Rangamati,31,M,Vivo Y200 5G 6/128,14467.0,1,0,0,0
1934,2024-08-01,Inside Rangamati,23,F,Note 11S 6/128,26086.0,0,0,0,0
1935,2024-08-01,Outside Rangamati,43,M,Galaxy M35 5G 8/128,19590.0,0,1,0,1
1936,2024-08-01,Rangamati Sadar,45,M,Note 14 Pro 5G 8/256,36670.0,0,1,0,1
1937,2024-08-01,Inside Rangamati,18,F,iQOO Z7 5G 6/128,23678.0,1,1,1,1
1938,2024-08-01,Outside Rangamati,40,F,R-70 Turbo 5G 6/128,24600.0,0,1,0,1
1939,2024-08-01,Outside Rangamati,19,M,iPhone 16 Pro 256GB,43749.0,0,0,0,1
1940,2024-08-01,Rangamati Sadar,43,M,Note 11S 6/128,18241.0,1,0,0,1
1941,2024-08-01,Inside Rangamati,45,M,Galaxy S24 Ultra 12/256,19311.0,1,1,0,0
1942,2024-08-01,Outside Rangamati,30,F,Galaxy M35 5G 8/128,13744.0,1,0,0,1
1943,2024-08-01,Rangamati Sadar,43,M,Galaxy A55 5G 8/128,39855.0,1,1,1,0
1944,2024-08-01,Outside Rangamati,25,F,Pixel 8 Pro 12/256,53165.0,1,0,0,0
1945,2024-08-01,Inside Rangamati,29,M,Note 14 Pro 5G 8/256,18120.0,0,0,0,1
1946,2024-08-01,Outside Rangamati,48,M,Redmi Note 12 Pro 8/128,25238.0,1,0,0,1
1947,2024-08-01,Inside Rangamati,33,F,Moto G85 5G 8/128,19533.0,1,0,1,0
1948,2024-08-01,Inside Rangamati,39,F,iQOO Neo 9 Pro 5G 12/256,21487.0,0,1,1,1
1949,2024-08-01,Rangamati Sadar,25,F,Note 14 Pro 5G 8/256,17745.0,0,0,1,0
1950,2024-08-01,Inside Rangamati,42,M,Narzo N53 4/64,23007.0,0,1,0,1
1951,2024-08-02,Outside Rangamati,43,F,R-70 Turbo 5G 6/128,24535.0,0,0,1,1
1952,2024-08-02,Inside Rangamati,30,M,Narzo N53 4/64,18376.0,1,1,0,1
1953,2024-08-02,Outside Rangamati,35,M,Redmi Note 12 Pro 8/128,23428.0,0,1,0,1
1954,2024-08-02,Rangamati Sadar,31,F,Galaxy S24 Ultra 12/256,14389.0,0,1,1,0
1955,2024-08-02,Outside Rangamati,19,M,R-70 Turbo 5G 6/128,13526.0,0,1,0,0
1956,2024-08-02,Inside Rangamati,39,F,iPhone 16 Pro 256GB,26395.0,1,0,1,1
1957,2024-08-02,Rangamati Sadar,37,M,Vivo Y200 5G 6/128,21511.0,0,0,1,1
1958,2024-08-02,Outside Rangamati,28,M,Redmi Note 12 Pro 8/128,22749.0,0,0,0,1
1959,2024-08-02,Outside Rangamati,40,M,Pixel 8 Pro 12/256,17494.0,0,0,0,1
1960,2024-08-02,Outside Rangamati,47,F,Galaxy M35 5G 8/128,15341.0,0,0,0,1
1961,2024-08-02,Inside Rangamati,31,M,R-70 Turbo 5G 6/128,24470.0,0,0,0,1
1962,2024-08-02,Outside Rangamati,45,M,R-70 Turbo 5G 6/128,24186.0,0,0,0,1
1963,2024-08-02,Rangamati Sadar,27,M,Note 14 Pro 5G 8/256,36480.0,1,1,0,0
1964,2024-08-02,Inside Rangamati,20,F,Galaxy S24 Ultra 12/256,25916.0,0,1,0,0
